Census year,Occupation,Total Weight,Female,Male,,,,
2013,musician,1913174,0.62237831,0.37762169,,,,
2010,electrician,977503,0.021028068,0.978971932,,,,
1860,physician,59416.85,0.004781809,0.995218191,,,,
1870,machinist,52240.01,0,1,,,,
2005,artist,273125,0.500529062,0.499470938,,,,
2005,architect,453007,0.21656619,0.78343381,,,,
1880,compositor,61404.91,0.03825997,0.96174003,,,,
1900,tradesperson,1456105.37,0.166197677,0.833802323,,,,
2004,waitstaff,2625582,0.759124644,0.240875356,,,,
2015,soldier,1098846,0.150862814,0.849137186,,,,
2011,lawyer,1175723,0.355671361,0.644328639,,,,
2008,therapist,717424,0.785974542,0.214025458,,,,
2012,surveyor,132580,0.145557399,0.854442601,,,,
2012,housekeeper,139645,0.750510222,0.249489778,,,,
1930,doorkeeper,163478.84,0.012379156,0.987620844,,,,
1850,setter,191.67,0,1,,,,
1910,surveyor,10120,0,1,,,,
2006,musician,1565310,0.643931873,0.356068127,,,,
1900,weaver,181611.03,0.514537085,0.485462915,,,,
2011,economist,357687,0.548527064,0.451472936,,,,
1950,gardener,162332,0.023002242,0.976997758,,,,
2008,veterinarian,84080,0.506351094,0.493648906,,,,
2002,pharmacist,237462,0.45571502,0.54428498,,,,
2004,smith,172161,0.036884079,0.963115921,,,,
2000,electrician,893197,0.027523603,0.972476397,,,,
2001,technician,2565658,0.54241563,0.45758437,,,,
1970,jeweler,92400,0.163419913,0.836580087,,,,
1990,setter,169555,0.026958804,0.973041196,,,,
2013,guard,1995659,0.249590737,0.750409263,,,,
1920,constable,5739.1,0.035186702,0.964813298,,,,
1850,postmaster,1798.28,0,1,,,,
1920,paperhanger,19156.87,0.03429318,0.96570682,,,,
1920,artist,34218.4,0.40426934,0.59573066,,,,
2000,plasterer,55129,0.012606795,0.987393205,,,,
2001,engineer,3068093,0.17514267,0.82485733,,,,
2009,millwright,72439,0.030039067,0.969960933,,,,
2004,porter,91420,0.181962371,0.818037629,,,,
2011,musician,1873050,0.631426283,0.368573717,,,,
1940,driver,1326925,0.006978541,0.993021459,,,,
2001,carpenter,1745372,0.022404393,0.977595607,,,,
1980,clerical,9086720,0.70106265,0.29893735,,,,
2004,musician,1436384,0.645662302,0.354337698,,,,
1990,huckster,313227,0.692318989,0.307681011,,,,
2006,compositor,61912,0.465499419,0.534500581,,,,
1940,instructor,73648,0.275472518,0.724527482,,,,
2014,clerk,765154,0.304664159,0.695335841,,,,
1880,broker,26003.13,0.003643408,0.996356592,,,,
1850,bartender,5632.62,0,1,,,,
2006,paperhanger,13340,0.247226387,0.752773613,,,,
2007,author,239619,0.569082585,0.430917415,,,,
2003,sailor,32615,0.068710716,0.931289284,,,,
1910,conservationist,6318,0.015827794,0.984172206,,,,
1930,midwife,2976.06,0.945579054,0.054420946,,,,
1870,upholsterer,3780.96,0.055242584,0.944757416,,,,
1920,police,109591.02,0.014892735,0.985107265,,,,
2001,entertainer,251203,0.554615192,0.445384808,,,,
2000,farmer,1067084,0.156021457,0.843978543,,,,
2006,nutritionist,105086,0.911786537,0.088213463,,,,
2003,therapist,638983,0.773117595,0.226882405,,,,
2013,engineer,3320671,0.206898244,0.793101756,,,,
2007,nurse,4404210,0.883432897,0.116567103,,,,
1870,auctioneer,1830.27,0,1,,,,
1970,setter,446800,0.027081468,0.972918532,,,,
2012,engineer,3158737,0.197402949,0.802597051,,,,
1870,stereotyper,100.18,0,1,,,,
2004,bookbinder,54496,0.520350117,0.479649883,,,,
2003,bailiff,12706,0.270187313,0.729812687,,,,
2006,sailor,37442,0.078521447,0.921478553,,,,
2015,accountant,2399760,0.615849918,0.384150082,,,,
2008,laborer,8299612,0.144393015,0.855606985,,,,
2006,instructor,1451095,0.476845417,0.523154583,,,,
1920,mailperson,369152.93,0.071964673,0.928035327,,,,
2013,driver,5376917,0.12476964,0.87523036,,,,
1930,statistician,8713.09,0.274577676,0.725422324,,,,
1990,clerk,752916,0.302882393,0.697117607,,,,
2014,plumber,642199,0.015341039,0.984658961,,,,
1940,cook,345655,0.411887576,0.588112424,,,,
1870,laborer,4315100.74,0.098594236,0.901405764,,,,
2010,janitor,5633996,0.530420504,0.469579496,,,,
2007,operator,1866078,0.426507359,0.573492641,,,,
1850,smith,10123.06,0,1,,,,
1920,athlete,15018.42,0.109207227,0.890792773,,,,
1950,constable,7734,0.021334368,0.978665632,,,,
1980,doorkeeper,844880,0.147713285,0.852286715,,,,
1930,operator,622045.13,0.467048203,0.532951797,,,,
1900,teamster,1718.21,0.023035601,0.976964399,,,,
1990,smith,199081,0.051943681,0.948056319,,,,
1960,dancer,33280,0.831730769,0.168269231,,,,
2005,cabinetmaker,81969,0.057399749,0.942600251,,,,
2006,psychologist,184006,0.656282947,0.343717053,,,,
2013,millwright,59039,0.023933332,0.976066668,,,,
2003,author,206130,0.572187455,0.427812545,,,,
1920,teacher,741073.08,0.837397224,0.162602776,,,,
1910,painter,61268,0.071995169,0.928004831,,,,
1930,physician,152203.69,0.047284202,0.952715798,,,,
1870,judge,44574.96,0,1,,,,
1910,newsperson,68099,0.08399536,0.91600464,,,,
1950,electrician,330886,0.00675157,0.99324843,,,,
2010,welder,725907,0.059449764,0.940550236,,,,
2001,athlete,251513,0.355878225,0.644121775,,,,
1850,cabinetmaker,37314.01,0,1,,,,
1930,surgeon,152203.69,0.047284202,0.952715798,,,,
2014,police,1169348,0.169674041,0.830325959,,,,
2015,clergy,677282,0.326381035,0.673618965,,,,
2011,driver,5152285,0.126221084,0.873778916,,,,
1990,athlete,119261,0.290924946,0.709075054,,,,
1870,manager,510803.74,0.037560238,0.962439762,,,,
1860,bootblack,311.72,0,1,,,,
2011,porter,98055,0.200458926,0.799541074,,,,
2001,geologist,93297,0.267961456,0.732038544,,,,
1940,eletrotyper,9814,0.061137151,0.938862849,,,,
2003,plasterer,64860,0.004609929,0.995390071,,,,
1980,cook,2280320,0.602564552,0.397435448,,,,
2006,salesperson,2405469,0.442641331,0.557358669,,,,
1870,waitstaff,24059.74,0.28378694,0.71621306,,,,
1950,peddler,24983,0.144298123,0.855701877,,,,
1920,student,484566.95,0.485022493,0.514977507,,,,
2007,surgeon,877351,0.31703161,0.68296839,,,,
2014,veterinarian,84839,0.576810193,0.423189807,,,,
2009,jeweler,120372,0.219677334,0.780322666,,,,
1930,plumber,247787.83,0.004065212,0.995934788,,,,
2014,attendant,9910537,0.801589056,0.198410944,,,,
1970,dentist,208500,0.043645084,0.956354916,,,,
1920,postmaster,30357.5,0.440213786,0.559786214,,,,
2011,compositor,56626,0.482993678,0.517006322,,,,
1910,engineer,383323,0.001836571,0.998163429,,,,
1880,soldier,27527.37,0.00351541,0.99648459,,,,
1870,constable,3781.73,0,1,,,,
2008,cabinetmaker,88705,0.050989234,0.949010766,,,,
1940,dentist,70211,0.019939895,0.980060105,,,,
2014,geologist,79684,0.310074795,0.689925205,,,,
2005,nurse,4187174,0.886637384,0.113362616,,,,
2001,doorkeeper,1574466,0.247608395,0.752391605,,,,
1960,secretary,3949000,0.9768549,0.0231451,,,,
1860,constable,4745.96,0,1,,,,
1970,eletrotyper,17000,0.047058824,0.952941176,,,,
1960,toolmaker,204880,0.009371339,0.990628661,,,,
2005,compositor,68938,0.492007311,0.507992689,,,,
1880,newsperson,15531.3,0.02185329,0.97814671,,,,
1930,conservationist,10672.98,0.019013434,0.980986566,,,,
1860,milliner,25412.75,0.964734238,0.035265762,,,,
1850,millwright,8612.24,0,1,,,,
2000,typesetter,99786,0.488264887,0.511735113,,,,
2003,dietitian,103996,0.891101581,0.108898419,,,,
1850,clerical,3653.47,0,1,,,,
1910,lumberjack,50961,0.00392457,0.99607543,,,,
1960,plumber,365380,0.003886365,0.996113635,,,,
1990,tailor,73906,0.503680351,0.496319649,,,,
1960,operator,1764320,0.639702548,0.360297452,,,,
2012,bookbinder,33903,0.415744919,0.584255081,,,,
2013,smith,166001,0.050228613,0.949771387,,,,
1950,sales,3567256,0.381746642,0.618253358,,,,
1900,jeweler,51461.19,0.056821655,0.943178345,,,,
2008,dancer,30076,0.825142971,0.174857029,,,,
1910,conductor,119133,0.000839398,0.999160602,,,,
2008,official,21943502,0.389201961,0.610798039,,,,
1970,farmer,3760000,0.06287234,0.93712766,,,,
1900,housekeeper,2057797.71,0.943503776,0.056496224,,,,
2012,newsperson,748111,0.562633085,0.437366915,,,,
1960,judge,223480,0.046626096,0.953373904,,,,
1960,porter,185240,0.022457353,0.977542647,,,,
1860,shoemaker,154997.59,0.004984465,0.995015535,,,,
2003,musician,1409806,0.649319835,0.350680165,,,,
1950,administrator,190465,0.118950988,0.881049012,,,,
2005,instructor,1485748,0.476513514,0.523486486,,,,
1880,pilot,29.67,0,1,,,,
1960,lumberjack,109840,0.034777859,0.965222141,,,,
2006,plasterer,74237,0.017053491,0.982946509,,,,
1920,entertainer,27478.98,0.418502433,0.581497567,,,,
1980,mailperson,1305780,0.125258466,0.874741534,,,,
2000,chiropractor,66652,0.299375863,0.700624137,,,,
2013,geologist,91041,0.312101141,0.687898859,,,,
1880,electrician,339.37,0.102778678,0.897221322,,,,
1910,midwife,6016,0.98337766,0.01662234,,,,
1920,tailor,214172.76,0.176967323,0.823032677,,,,
2004,bartender,450534,0.598543062,0.401456938,,,,
2012,designer,981762,0.55957452,0.44042548,,,,
2004,janitor,5081542,0.539440587,0.460559413,,,,
1910,unemployed,12136,0.272742254,0.727257746,,,,
1990,scientist,478803,0.312101219,0.687898781,,,,
2004,mailperson,874490,0.286293725,0.713706275,,,,
2000,sheriff,11802,0.302830029,0.697169971,,,,
1990,mathematician,6620,0.294864048,0.705135952,,,,
1980,nutritionist,81780,0.902665688,0.097334312,,,,
2007,architect,468370,0.240980421,0.759019579,,,,
1900,entertainer,17806.03,0.478406472,0.521593528,,,,
2004,sailor,31491,0.042170779,0.957829221,,,,
2003,economist,155239,0.470603392,0.529396608,,,,
1910,librarian,411673,0.39316885,0.60683115,,,,
1910,athlete,20847,0.043315585,0.956684415,,,,
2009,dietitian,105358,0.898137778,0.101862222,,,,
1940,porter,175668,0.020920145,0.979079855,,,,
2008,porter,96003,0.200858307,0.799141693,,,,
1920,designer,17112.15,0.320993563,0.679006437,,,,
2008,typesetter,57244,0.491125707,0.508874293,,,,
1980,teacher,4477040,0.716151743,0.283848257,,,,
2008,upholsterer,56167,0.223333986,0.776666014,,,,
1900,mechanic,1702348.5,0.2964357,0.7035643,,,,
1850,official,242454.29,0,1,,,,
2005,porter,78898,0.210803823,0.789196177,,,,
1950,chemist,80110,0.098352266,0.901647734,,,,
1900,bankteller,3965.32,0.019748721,0.980251279,,,,
1980,setter,213280,0.021942986,0.978057014,,,,
2003,optometrist,33433,0.280501301,0.719498699,,,,
2013,secretary,4915220,0.944782736,0.055217264,,,,
1930,bankteller,37063.07,0.149993511,0.850006489,,,,
1910,lawyer,119174,0.004212328,0.995787672,,,,
2012,lumberjack,45234,0.0973825,0.9026175,,,,
2007,artist,258514,0.457572897,0.542427103,,,,
2010,draftsperson,213622,0.205877672,0.794122328,,,,
2005,bankteller,538699,0.866975807,0.133024193,,,,
2004,psychologist,176098,0.64046724,0.35953276,,,,
2013,lumberjack,38458,0.09119039,0.90880961,,,,
2003,jeweler,136961,0.187593549,0.812406451,,,,
2010,therapist,740372,0.774285089,0.225714911,,,,
2006,doorkeeper,1862374,0.254060677,0.745939323,,,,
2012,judge,1197251,0.359954596,0.640045404,,,,
1990,farmer,1371064,0.151714289,0.848285711,,,,
1930,porter,171895.44,0.023286365,0.976713635,,,,
1980,psychologist,100640,0.501192369,0.498807631,,,,
1980,chiropractor,23800,0.139495798,0.860504202,,,,
2007,carpenter,2028020,0.018901194,0.981098806,,,,
1870,sailor,65551.16,0.006015607,0.993984393,,,,
2008,architect,479622,0.218678459,0.781321541,,,,
1930,retired,244484.03,0.100837016,0.899162984,,,,
1930,pilot,5459.95,0.018525811,0.981474189,,,,
2000,fireperson,397462,0.060312684,0.939687316,,,,
1980,administrator,623660,0.309174871,0.690825129,,,,
1970,cabinetmaker,163800,0.071428571,0.928571429,,,,
2015,painter,202747,0.13857665,0.86142335,,,,
1980,shoemaker,136240,0.113182619,0.886817381,,,,
1920,inspector,109982.61,0.036125347,0.963874653,,,,
1990,veterinarian,53129,0.27544279,0.72455721,,,,
2006,weaver,25303,0.676402008,0.323597992,,,,
1870,driver,140572.33,0.000705402,0.999294598,,,,
2012,toolmaker,75093,0.031121409,0.968878591,,,,
2001,doctor,756576,0.276868418,0.723131582,,,,
2013,mason,196960,0.010849919,0.989150081,,,,
1960,shoemaker,42800,0.039719626,0.960280374,,,,
1850,sailor,69058.05,0,1,,,,
2012,clergy,631654,0.306449417,0.693550583,,,,
1940,musician,146880,0.430160675,0.569839325,,,,
2000,surgeon,787375,0.268296555,0.731703445,,,,
1990,official,15026575,0.372897883,0.627102117,,,,
1940,sheriff,14942,0.026770178,0.973229822,,,,
1950,tailor,109095,0.225739035,0.774260965,,,,
1940,physician,173446,0.045841357,0.954158643,,,,
1900,designer,4693.25,0.133670697,0.866329303,,,,
2011,author,246290,0.598656056,0.401343944,,,,
2001,cook,4169103,0.528527359,0.471472641,,,,
1930,nurse,434102.83,0.973426711,0.026573289,,,,
2002,broker,2307733,0.577634848,0.422365152,,,,
2015,shoemaker,203043,0.050600119,0.949399881,,,,
2010,plumber,656936,0.016729179,0.983270821,,,,
1920,stereotyper,4175.42,0.023643131,0.976356869,,,,
1990,statistician,56567,0.456644333,0.543355667,,,,
2000,architect,486360,0.202459084,0.797540916,,,,
1900,geologist,157.53,0,1,,,,
2010,soldier,1135782,0.150955025,0.849044975,,,,
2003,technician,2672442,0.557176545,0.442823455,,,,
1900,laborer,8533583.08,0.098171162,0.901828838,,,,
1870,mailperson,18563.17,0.031330317,0.968669683,,,,
1900,conservationist,1451.22,0.027115117,0.972884883,,,,
1850,police,7949.52,0,1,,,,
2005,newsperson,810013,0.594068243,0.405931757,,,,
2014,cashier,4896518,0.754960157,0.245039843,,,,
2011,dancer,32751,0.840829288,0.159170712,,,,
2009,bailiff,12678,0.4010885,0.5989115,,,,
1860,carpenter,274344.73,0.002955406,0.997044594,,,,
2001,upholsterer,75049,0.206891498,0.793108502,,,,
2002,attendant,7597197,0.814917528,0.185082472,,,,
1880,musician,35211.07,0.469388178,0.530611822,,,,
1930,musician,163829.48,0.466102255,0.533897745,,,,
1970,compositor,373800,0.180845372,0.819154628,,,,
1880,laborer,5644824.46,0.111797997,0.888202003,,,,
2002,therapist,587695,0.771406937,0.228593063,,,,
2009,laborer,8348617,0.143600311,0.856399689,,,,
2008,machinist,463505,0.048126773,0.951873227,,,,
2009,therapist,707894,0.787993683,0.212006317,,,,
2010,driver,5101765,0.126503867,0.873496133,,,,
1990,physician,627840,0.211928198,0.788071802,,,,
1970,constable,10100,0.03960396,0.96039604,,,,
2000,clerical,12984911,0.711980621,0.288019379,,,,
2004,plasterer,53138,0.015243329,0.984756671,,,,
1980,molder,43340,0.161975081,0.838024919,,,,
2009,sailor,37503,0.047542863,0.952457137,,,,
1960,carpenter,1111980,0.004226695,0.995773305,,,,
2010,inspector,414006,0.355359584,0.644640416,,,,
2001,lawyer,998779,0.313001174,0.686998826,,,,
1970,inspector,533800,0.103034845,0.896965155,,,,
2001,chemist,114121,0.346597033,0.653402967,,,,
2014,official,22394185,0.399848979,0.600151021,,,,
2005,pilot,145878,0.060920769,0.939079231,,,,
1860,therapist,312.64,0,1,,,,
1870,teacher,130733.45,0.671208707,0.328791293,,,,
1900,chemist,8387.02,0.021349657,0.978650343,,,,
1860,lumberjack,13204.04,0,1,,,,
2015,plumber,647774,0.015894432,0.984105568,,,,
2008,physicist,15188,0.128654201,0.871345799,,,,
2003,painter,249881,0.141979582,0.858020418,,,,
2002,engineer,2999753,0.165474957,0.834525043,,,,
2007,teacher,6640889,0.766456268,0.233543732,,,,
1970,fireperson,631400,0.042286981,0.957713019,,,,
1920,manager,2408908.69,0.068286773,0.931713227,,,,
2012,porter,95179,0.19176499,0.80823501,,,,
2015,mason,185339,0.010014082,0.989985918,,,,
2008,millwright,75219,0.032890626,0.967109374,,,,
1880,clerk,4638.65,0.002147176,0.997852824,,,,
2015,cook,5983353,0.492802948,0.507197052,,,,
1950,setter,163775,0.002472905,0.997527095,,,,
2002,librarian,2409642,0.873149206,0.126850794,,,,
2001,pharmacist,245350,0.471228857,0.528771143,,,,
1950,pharmacist,99684,0.140383612,0.859616388,,,,
1930,shoemaker,70170.93,0.02579202,0.97420798,,,,
1940,operator,606139,0.458993729,0.541006271,,,,
1860,midwife,1384.33,1,0,,,,
2007,nutritionist,99026,0.892785733,0.107214267,,,,
2003,salesperson,2369525,0.433991623,0.566008377,,,,
2012,bankteller,498494,0.849364285,0.150635715,,,,
1870,peddler,35191.05,0.069475051,0.930524949,,,,
1940,surgeon,173446,0.045841357,0.954158643,,,,
2007,painter,251940,0.153580218,0.846419782,,,,
1980,entertainer,118680,0.40512302,0.59487698,,,,
2000,housekeeper,154441,0.796990436,0.203009564,,,,
1940,gardener,186838,0.013332406,0.986667594,,,,
1880,porter,22875.53,0.004594866,0.995405134,,,,
1860,bartender,9595.86,0,1,,,,
1860,judge,34718.74,0.002696238,0.997303762,,,,
1880,driver,197447.8,0.001683736,0.998316264,,,,
1870,shoemaker,111876.53,0.002779671,0.997220329,,,,
1920,sheriff,10159.77,0.029278222,0.970721778,,,,
2001,scientist,696447,0.379341142,0.620658858,,,,
2006,bankteller,547736,0.857553639,0.142446361,,,,
1940,proprietor,3245955,0.106111453,0.893888547,,,,
1910,physician,140010,0.050132133,0.949867867,,,,
1860,instructor,1837.67,0.211017212,0.788982788,,,,
1880,bankteller,1320.63,0.007322263,0.992677737,,,,
1880,artist,9099.2,0.253469536,0.746530464,,,,
2009,artist,245095,0.471380485,0.528619515,,,,
2009,bankteller,530353,0.862519869,0.137480131,,,,
1950,typesetter,186394,0.063918366,0.936081634,,,,
2009,clerical,13502302,0.696115077,0.303884923,,,,
2015,draftsperson,187982,0.184368716,0.815631284,,,,
1910,tailor,228343,0.198924425,0.801075575,,,,
1920,upholsterer,21355.39,0.037685568,0.962314432,,,,
1900,sheriff,7455.21,0.013048593,0.986951407,,,,
2012,driver,5349985,0.125338295,0.874661705,,,,
1860,waitstaff,8822.63,0.115459903,0.884540097,,,,
1920,surveyor,9274.9,0,1,,,,
2004,weaver,32714,0.579904628,0.420095372,,,,
2011,doorkeeper,1985931,0.247202446,0.752797554,,,,
2000,lumberjack,82459,0.143113547,0.856886453,,,,
1900,blacksmith,219371.83,0.004368884,0.995631116,,,,
2002,scientist,695396,0.385131637,0.614868363,,,,
2006,bartender,490388,0.582214491,0.417785509,,,,
1850,author,100.99,0,1,,,,
2011,optometrist,35654,0.348460201,0.651539799,,,,
2010,doorkeeper,1932129,0.251887426,0.748112574,,,,
1870,electrician,209.29,0.490228869,0.509771131,,,,
1930,sailor,45660.45,0.01015912,0.98984088,,,,
2002,nurse,4007521,0.882486205,0.117513795,,,,
1880,salesperson,42578.52,0.945267708,0.054732292,,,,
1960,bootblack,11660,0.044596913,0.955403087,,,,
1950,shoemaker,58087,0.024962556,0.975037444,,,,
1990,conservationist,61900,0.148061389,0.851938611,,,,
2011,farmer,835024,0.153569239,0.846430761,,,,
2006,janitor,5462814,0.525031971,0.474968029,,,,
2011,conservationist,50519,0.177556959,0.822443041,,,,
2002,baker,214619,0.546335599,0.453664401,,,,
1860,surgeon,59416.85,0.004781809,0.995218191,,,,
2011,dietitian,95704,0.878803394,0.121196606,,,,
1850,cashier,112.21,0,1,,,,
1920,osteopath,3776.62,0.238731988,0.761268012,,,,
2004,proprietor,20827613,0.390345115,0.609654885,,,,
1860,porter,11863.37,0,1,,,,
1930,electrician,267417.98,0.006190421,0.993809579,,,,
2010,librarian,2127899,0.864396759,0.135603241,,,,
1960,designer,80100,0.265418227,0.734581773,,,,
1860,professor,2003.95,0.234995883,0.765004117,,,,
1960,optometrist,17480,0.043478261,0.956521739,,,,
2007,cook,5093880,0.507247913,0.492752087,,,,
1910,electrician,117751,0.001698499,0.998301501,,,,
2015,newsperson,754961,0.588993339,0.411006661,,,,
2000,designer,894601,0.582783833,0.417216167,,,,
2013,dentist,177944,0.274024412,0.725975588,,,,
1880,tailor,122373,0.380828941,0.619171059,,,,
1920,administrator,74515.57,0.063948514,0.936051486,,,,
2006,doctor,857856,0.306303156,0.693696844,,,,
1900,broker,121051.61,0.025537868,0.974462132,,,,
1950,plasterer,70250,0.017295374,0.982704626,,,,
1880,chemist,1915.1,0.015722417,0.984277583,,,,
2011,bookbinder,34862,0.471315472,0.528684528,,,,
2002,pilot,168142,0.041310321,0.958689679,,,,
2002,sailor,29573,0.113718595,0.886281405,,,,
1940,bootblack,16367,0.090914645,0.909085355,,,,
2001,physicist,29786,0.180386759,0.819613241,,,,
2003,teacher,6209021,0.759229837,0.240770163,,,,
2011,painter,198997,0.130861269,0.869138731,,,,
1900,scientist,9093.58,0.023922372,0.976077628,,,,
1930,farmer,6079295.21,0.043652575,0.956347425,,,,
2009,fireperson,408985,0.052620512,0.947379488,,,,
1960,athlete,108640,0.401509573,0.598490427,,,,
2001,compositor,80603,0.531034825,0.468965175,,,,
1950,conservationist,28230,0.06252214,0.93747786,,,,
1880,conservationist,348.46,0,1,,,,
2013,instructor,1763687,0.499442928,0.500557072,,,,
2015,pilot,142411,0.05520641,0.94479359,,,,
1960,mechanic,12529120,0.40519845,0.59480155,,,,
2009,baker,248302,0.565380061,0.434619939,,,,
2004,doctor,842245,0.289859839,0.710140161,,,,
2002,toolmaker,125752,0.032874229,0.967125771,,,,
1980,mathematician,6860,0.192419825,0.807580175,,,,
2015,chiropractor,89379,0.427438213,0.572561787,,,,
1920,toolmaker,62842.93,0.006551731,0.993448269,,,,
1980,economist,106740,0.305602398,0.694397602,,,,
2006,jeweler,130873,0.235976863,0.764023137,,,,
1950,psychologist,4295,0.589988359,0.410011641,,,,
1920,newsperson,66137.64,0.096164756,0.903835244,,,,
1970,postmaster,92500,0.363243243,0.636756757,,,,
2001,attendant,7347318,0.820228007,0.179771993,,,,
1990,cabinetmaker,81661,0.075188891,0.924811109,,,,
2007,mechanic,13202753,0.260265492,0.739734508,,,,
2015,administrator,678934,0.509668097,0.490331903,,,,
1870,porter,18447.43,0,1,,,,
1860,dentist,5610.99,0.018552876,0.981447124,,,,
1850,surveyor,1169.93,0,1,,,,
1870,conservationist,109.45,0,1,,,,
2010,nurse,4636903,0.879194799,0.120805201,,,,
1940,doctor,173446,0.045841357,0.954158643,,,,
1970,bailiff,77000,0.063636364,0.936363636,,,,
1960,craftsperson,124740,0.024370691,0.975629309,,,,
2003,pharmacist,224486,0.465222776,0.534777224,,,,
2006,statistician,62060,0.417579762,0.582420238,,,,
2003,setter,107362,0.031659246,0.968340754,,,,
1920,clerical,1280798.77,0.328771201,0.671228799,,,,
1930,mechanic,4120907.06,0.302395361,0.697604639,,,,
2009,gardener,1868462,0.071246833,0.928753167,,,,
1950,jeweler,51936,0.058302526,0.941697474,,,,
2001,police,979431,0.151486935,0.848513065,,,,
2005,clerk,762563,0.311491641,0.688508359,,,,
1950,designer,45581,0.244882736,0.755117264,,,,
1880,surgeon,86424.28,0.024882128,0.975117872,,,,
1900,carpenter,606551.34,0.006593753,0.993406247,,,,
2013,nutritionist,106462,0.914110199,0.085889801,,,,
1900,huckster,68738.59,0.04048541,0.95951459,,,,
2008,teacher,6838554,0.773739156,0.226260844,,,,
2009,sheriff,12678,0.4010885,0.5989115,,,,
1970,teacher,7381700,0.739192869,0.260807131,,,,
1900,baker,78119.38,0.053870115,0.946129885,,,,
2005,chemist,114070,0.310800386,0.689199614,,,,
1990,guard,1227193,0.177545015,0.822454985,,,,
2001,waitstaff,2306383,0.760535869,0.239464131,,,,
2008,bankteller,551480,0.867433089,0.132566911,,,,
1940,artist,62263,0.313171547,0.686828453,,,,
2014,draftsperson,188240,0.221307905,0.778692095,,,,
2015,dentist,178597,0.296690314,0.703309686,,,,
2000,janitor,4695872,0.530765532,0.469234468,,,,
2007,clerical,13382860,0.699590969,0.300409031,,,,
2005,driver,5099930,0.128907652,0.871092348,,,,
1950,bartender,227422,0.076817546,0.923182454,,,,
2004,chemist,117097,0.361845308,0.638154692,,,,
2004,architect,449092,0.241262369,0.758737631,,,,
1970,designer,258900,0.285824643,0.714175357,,,,
2009,sales,8752263,0.451113386,0.548886614,,,,
1960,economist,22180,0.18845807,0.81154193,,,,
2001,author,195263,0.5855436,0.4144564,,,,
2000,plumber,648615,0.018419247,0.981580753,,,,
2015,fireperson,414253,0.064709248,0.935290752,,,,
2010,clerk,754443,0.300760959,0.699239041,,,,
2001,sales,8347820,0.463777609,0.536222391,,,,
1910,housekeeper,2413105,0.9400167,0.0599833,,,,
2004,bailiff,15357,0.412320115,0.587679885,,,,
2009,driver,5149290,0.124609024,0.875390976,,,,
2011,cook,5599979,0.492089881,0.507910119,,,,
1850,weaver,16449.51,0,1,,,,
1940,peddler,58064,0.063981124,0.936018876,,,,
1850,librarian,2230.54,0,1,,,,
1900,attendant,23802.56,0.512284813,0.487715187,,,,
2004,judge,1104314,0.324369699,0.675630301,,,,
2013,boilermaker,23558,0.033534256,0.966465744,,,,
2010,cashier,5097894,0.746535922,0.253464078,,,,
2003,administrator,512553,0.595433058,0.404566942,,,,
2015,police,1137277,0.169219988,0.830780012,,,,
2002,surgeon,796480,0.291866714,0.708133286,,,,
2014,manager,22042430,0.397342716,0.602657284,,,,
1930,professor,56587.06,0.335771641,0.664228359,,,,
2009,nurse,4595561,0.878164603,0.121835397,,,,
2012,author,271394,0.594014606,0.405985394,,,,
1920,cook,199671.1,0.429504871,0.570495129,,,,
1860,accountant,1891.97,0,1,,,,
2014,broker,2620626,0.587574114,0.412425886,,,,
1960,jeweler,43400,0.092165899,0.907834101,,,,
1930,broker,441802.75,0.060159268,0.939840732,,,,
2002,author,200870,0.565047045,0.434952955,,,,
1980,mason,282880,0.013716063,0.986283937,,,,
1880,draftsperson,1559.99,0.019243713,0.980756287,,,,
1990,doorkeeper,1227193,0.177545015,0.822454985,,,,
1950,secretary,1680722,0.94610114,0.05389886,,,,
1910,constable,7828,0,1,,,,
2009,police,1122604,0.168769219,0.831230781,,,,
2013,salesperson,2391209,0.447267052,0.552732948,,,,
2001,gardener,1313725,0.083209195,0.916790805,,,,
1880,accountant,2726.62,0.091725286,0.908274714,,,,
2010,cook,5497154,0.495615186,0.504384814,,,,
1900,physicist,19.47,0,1,,,,
1900,sailor,52363.52,0.016324724,0.983675276,,,,
2003,doorkeeper,1769942,0.232055062,0.767944938,,,,
2003,cashier,4330438,0.770008946,0.229991054,,,,
1940,dancer,15113,0.779726064,0.220273936,,,,
1950,professor,123746,0.262594346,0.737405654,,,,
1980,doctor,460260,0.142441229,0.857558771,,,,
2001,professor,1266752,0.46659725,0.53340275,,,,
1940,judge,171634,0.027313935,0.972686065,,,,
1950,geologist,11098,0.039646783,0.960353217,,,,
1910,clerical,682252,0.189626414,0.810373586,,,,
2013,typesetter,46986,0.555995403,0.444004597,,,,
1870,lumberjack,13167.64,0,1,,,,
1980,conservationist,68540,0.12868398,0.87131602,,,,
2013,author,273150,0.576668497,0.423331503,,,,
2009,draftsperson,231448,0.192151153,0.807848847,,,,
2007,surveyor,154678,0.12558347,0.87441653,,,,
1950,machinist,534675,0.013520363,0.986479637,,,,
2011,physician,938909,0.35654254,0.64345746,,,,
2005,attendant,8271259,0.815925242,0.184074758,,,,
1870,pharmacist,15623.2,0,1,,,,
1970,veterinarian,41100,0.094890511,0.905109489,,,,
2008,artist,256660,0.498020728,0.501979272,,,,
1850,broker,782.4,0,1,,,,
1920,setter,62842.93,0.006551731,0.993448269,,,,
1970,laborer,13803200,0.147002144,0.852997856,,,,
